"","sel","","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop"
"1345","on (i)","","Mountains High","Joanna Sternberg","","2023","2023‑06‑22","122","27","50","-10","14","63","180","98","3","24"
"1346","on (i)","","It's Only Human (When It's You)","The Spheres","","2023","2023‑06‑22","122","83","63","-6","7","83","333","1","4","24"
"1347","on (i)","","Drop The Pressure - Mixed","Claptone","german house","2020","2023‑06‑22","124","88","70","-5","5","31","193","12","4","23"
"1348","on (i)","","Tremendoce (feat. Jonas Kullhammar & Per ""Texas"" Johansson)","Otis Sandsjö","finnish modern jazz","2020","2023‑06‑22","131","59","66","-11","19","23","255","39","27","23"
"1349","on (i)","","Cat Flag","Grow Rich","indonesian emo","2020","2023‑06‑22","150","91","32","-7","5","43","169","0","12","23"
"1350","on (i)","","Paper Cup - Edit","Real Estate","chamber pop","2020","2023‑06‑22","122","71","60","-6","33","66","228","35","3","23"
"1351","on (i)","","Yo Te Quiero","Wisin & Yandel","electro latino","2021","2023‑06‑22","94","68","82","-6","16","76","207","58","27","23"
"1352","on (i)","","Spillings","UK Drillings","uk drill","2021","2023‑06‑22","140","65","88","-9","12","81","198","42","28","23"
"1353","on (i)","","Sabor Latino","Julian Collazos","latin tech house","2021","2023‑06‑22","125","93","76","-5","11","35","346","0","6","23"
"1354","on (i)","","Altitude feat. Joel Ross & Michael Mayo","Nate Smith","contemporary jazz","2021","2023‑06‑22","110","73","36","-9","10","17","315","41","4","23"
"1355","on (i)","","Ice-free","Daniel Herskedal","norwegian jazz","2021","2023‑06‑22","115","33","63","-16","11","34","188","77","4","23"
"1356","on (i)","","Life Of Leisure","Elusive","jazztronica","2021","2023‑06‑22","82","61","61","-9","17","38","168","88","7","23"
"1357","on (i)","","New Waves","Lowry Lane","","2021","2023‑06‑22","132","88","70","-8","7","88","222","30","4","23"
"1358","on (i)","","AirSpace","1400Tsu","","2022","2023‑06‑22","148","62","85","-8","23","39","155","13","18","23"
"1359","on (i)","","city at night","our june","","2023","2023‑06‑22","130","60","44","-8","26","28","212","15","7","23"
"1360","on (i)","","Nidra","David Chief","","2023","2023‑06‑22","150","31","44","-10","6","15","113","41","6","23"
"1361","on (i)","","Easy","Bethany Cosentino","","2023","2023‑06‑22","77","42","54","-7","8","31","224","26","3","23"
"1362","on (i)","","Reckoning","Donny McCaslin","contemporary jazz","2020","2023‑06‑22","164","44","50","-9","45","25","195","0","4","22"
"1363","on (i)","","Mr. Wonda","Kinginn._","","2021","2023‑06‑22","95","67","75","-6","14","77","144","49","4","22"
"1364","on (i)","","Let's Get It","Digga D","aussie drill","2021","2023‑06‑22","140","50","80","-11","24","42","189","83","29","22"
"1365","on (i)","","Truck Fump","Butcher Brown","indie jazz","2021","2023‑06‑22","81","63","57","-8","11","39","306","2","4","22"
"1366","on (i)","","Soulsea - Cut Chemist Remix","Adrian Younge","african-american classical","2021","2023‑06‑22","189","41","63","-9","8","59","143","0","35","22"
"1367","on (i)","","Cosmic Masadāni","Azmari","belgian modern jazz","2021","2023‑06‑22","126","65","71","-9","13","50","252","2","4","22"
"1368","on (i)","","Change Of Tone - Live","R+R=NOW","indie jazz","2021","2023‑06‑22","94","44","49","-10","11","36","541","19","8","22"
"1369","on (i)","","Day by Day","Gary Bartz","jazz funk","2021","2023‑06‑22","95","58","44","-7","9","64","296","24","3","22"
"1370","on (i)","","25","Torratti","","2022","2023‑06‑22","148","62","64","-9","28","45","241","24","26","22"
"1371","on (i)","","Nago","Fazer","german jazz","2022","2023‑06‑22","126","27","77","-15","12","40","237","26","8","22"
"1372","on (i)","","No Questions","Drilla","uk drill","2020","2023‑06‑22","136","41","78","-15","41","50","243","8","39","21"
"1373","on (i)","","Anlar - Mixed","Valeron","greek house","2020","2023‑06‑22","117","53","66","-10","11","52","387","1","3","21"
"1374","on (i)","","Real Fact","Cold Ca$e","","2021","2023‑06‑22","178","63","69","-10","10","29","195","64","45","21"
"1375","on (i)","","I SING HIGH","Sam Gendel","fourth world","2021","2023‑06‑22","78","51","18","-14","11","49","146","93","15","21"
"1376","on (i)","","Three","Brendan Eder Ensemble","modern chamber music","2021","2023‑06‑22","76","28","55","-16","11","16","154","85","5","21"
"1377","on (i)","","Tremendoce, Pt. 2","Otis Sandsjö","finnish modern jazz","2021","2023‑06‑22","140","33","60","-13","15","37","194","93","36","21"
"1378","on (i)","","May As Well Be","Vels Trio","british jazz","2021","2023‑06‑22","100","29","61","-15","9","31","240","4","4","21"
"1379","on (i)","","Stay Home","PYJÆN","uk contemporary jazz","2021","2023‑06‑22","176","54","51","-12","10","55","300","8","6","21"
"1380","on (i)","","Honey Caturra","jarjarjr","lo-fi rap","2021","2023‑06‑22","81","82","49","-8","15","59","167","10","13","21"
"1381","on (i)","","Heather Grey (BK Gritty)","NIKARA presents Black Wall Street","contemporary post-bop","2021","2023‑06‑22","98","70","32","-11","10","53","366","42","4","21"
"1382","on (i)","","Watershed","Mountain Eye","","2021","2023‑06‑22","98","92","26","-8","27","13","303","0","11","21"
"1383","on (i)","","City Girl","Quessswho","dutch rap pop","2022","2023‑06‑22","95","38","86","-6","9","85","123","1","14","21"
"1384","on (i)","","dançando na via láctea","IzaBeats","","2022","2023‑06‑22","150","30","63","-15","16","37","160","90","3","21"
"1385","on (i)","","After Party en el Hotel","Roberto Jaime","","2022","2023‑06‑22","130","71","83","-6","14","55","173","4","5","21"
"1386","on (i)","","Sunny D","SONOFPAIN","","2022","2023‑06‑22","142","55","63","-12","8","52","142","0","4","21"
"1387","on (i)","","CHACHASLIDE","Barely Legal","","2022","2023‑06‑22","135","90","72","-2","43","50","186","2","29","21"
"1388","on (i)","","Gucci Flip Flops","T2 Tizzle","","2022","2023‑06‑22","143","67","83","-9","31","87","168","2","27","21"
"1389","on (i)","","Oud in C minor","Rockin Moroccin","","2022","2023‑06‑22","122","88","74","-8","11","20","496","0","5","21"
"1390","on (i)","","Deep Dive Down","Black Flower","belgian modern jazz","2022","2023‑06‑22","115","59","46","-13","12","45","447","58","5","21"
"1391","on (i)","","Slips Away","POP ETC","bay area indie","2022","2023‑06‑22","152","87","63","-9","34","80","229","1","5","21"
"1392","on (i)","","LET THAT GO","FH","","2023","2023‑06‑22","143","84","86","-6","11","62","216","21","22","21"
"1393","on (i)","","Pretending","Remedy Cure+","","2023","2023‑06‑22","133","52","88","-7","15","39","173","19","44","21"
"1394","on (i)","","night cruisin'","Young Cage","","2023","2023‑06‑22","88","38","85","-9","9","34","175","79","24","21"
"1395","on (i)","","Nightlight","Andbreezy","","2023","2023‑06‑22","148","59","72","-11","10","49","130","11","8","21"
"1396","on (i)","","Mad Moves","Bando Baby","","2023","2023‑06‑22","142","48","87","-14","18","93","151","29","36","21"
"1397","on (i)","","Hospital Boys","Striker","scottish drill","2020","2023‑06‑22","140","35","79","-21","12","86","194","34","44","20"
"1398","on (i)","","Sunfish","St. Barbe","","2020","2023‑06‑22","84","49","43","-9","12","24","387","21","5","20"
"1399","on (i)","","In Deep","Bathe Alone","dreamgaze","2020","2023‑06‑22","120","64","62","-7","7","60","196","0","3","20"
"1400","on (i)","","Volverte A Ver","T.P.A","","2021","2023‑06‑22","176","52","65","-9","8","48","171","69","35","20"
"1401","on (i)","","We're Russians","Moscow17","uk drill","2021","2023‑06‑22","145","74","84","-8","36","81","251","51","41","20"
"1402","on (i)","","Arrival of the new elders","Elephant9","norwegian contemporary jazz","2021","2023‑06‑22","89","37","43","-14","33","22","410","70","3","20"
"1403","on (i)","","Convolution","Kinkajous","progressive jazz fusion","2021","2023‑06‑22","104","37","28","-9","7","10","282","62","3","20"
"1404","on (i)","","Levitate","James Francies","uk contemporary jazz","2021","2023‑06‑22","96","76","28","-8","21","39","307","4","4","20"
"1405","on (i)","","Isfahan","Sam Gendel","fourth world","2021","2023‑06‑22","113","11","32","-16","10","14","192","97","3","20"
"1406","on (i)","","Son Of Emmerson","Dave Okumu","","2021","2023‑06‑22","81","32","50","-13","9","66","224","77","18","20"
"1407","on (i)","","Interi Ora","Bo!led","","2021","2023‑06‑22","140","43","47","-11","8","27","280","55","5","20"
"1408","on (i)","","Don’t miss that train","Jazztronik","japanese jazztronica","2021","2023‑06‑22","84","64","32","-10","10","29","314","39","3","20"
"1409","on (i)","","Feel","Chad Price","london on indie","2022","2023‑06‑22","138","46","67","-8","15","26","215","20","5","20"
"1410","on (i)","","Dembows filosóficos, Vol. 3","Elisa Carolina MS","","2022","2023‑06‑22","151","66","59","-8","14","39","204","5","37","20"
"1411","on (i)","","Raining Acid","alijahtheking","","2022","2023‑06‑22","96","82","57","-9","17","70","153","9","27","20"
"1412","on (i)","","Backstabber","Boygenius","","2022","2023‑06‑22","156","74","55","-7","10","53","205","58","36","20"
"1413","on (i)","","HEAD UP","Shahii","","2022","2023‑06‑22","148","59","66","-9","17","84","134","25","20","20"
"1414","on (i)","","DO NO ROMANCE","Gorjuze","","2023","2023‑06‑22","95","54","71","-10","11","35","96","27","5","20"
"1415","on (i)","","late nights groove","IzaBeats","","2023","2023‑06‑22","140","33","69","-14","11","92","117","95","5","20"
"1416","on (i)","","Sunday Morning","Joshua Domfeh","","2023","2023‑06‑22","99","36","64","-15","10","18","183","75","4","20"
"1417","on (i)","","Young Bull - Instrumental","Hak Black","","2023","2023‑06‑22","80","53","74","-9","12","40","183","26","5","20"
"1418","on (i)","","Duality","Akilles","","2023","2023‑06‑22","89","68","61","-7","12","16","216","20","27","20"
"1419","on (i)","","Quiero Tenerte","Yaz Tarelo","trap venezolano","2023","2023‑06‑22","125","50","95","-8","8","29","202","43","5","20"
"1420","on (i)","","Changes","MELANCHOLY MØ","","2023","2023‑06‑22","117","64","84","-9","6","64","152","10","8","20"
"1421","on (i)","","America","Bealby Point","","2023","2023‑06‑22","110","64","47","-6","11","41","162","1","3","20"
"1422","on (i)","","Returning Home","Billy Wuot","lo-fi sleep","2020","2023‑06‑22","138","32","59","-12","11","41","169","84","3","19"
"1423","on (i)","","Over & Out","Televisionaries","","2020","2023‑06‑22","172","83","51","-6","4","84","209","21","5","19"
"1424","on (i)","","Original Gang Bus","Drill Zone","scottish drill","2021","2023‑06‑22","140","58","75","-8","15","68","218","74","32","19"
"1425","on (i)","","Kittiwakes In Gusts","Hedvig Mollestad","norwegian prog","2021","2023‑06‑22","92","65","41","-10","17","44","400","8","4","19"
"1426","on (i)","","Give Me Back My Slippers","Run Logan Run","","2021","2023‑06‑22","94","58","34","-8","8","41","218","11","3","19"
"1427","on (i)","","Dovetail","Girls in Airports","danish indie pop","2021","2023‑06‑22","93","39","43","-13","10","16","401","34","3","19"
"1428","on (i)","","Yoshi Orange","Ebi Soda","uk contemporary jazz","2021","2023‑06‑22","75","52","41","-9","36","46","251","1","7","19"
"1429","on (i)","","One Theme","Sam Wilkes","experimental ambient","2021","2023‑06‑22","137","84","47","-12","51","40","422","21","5","19"
"1430","on (i)","","Erzeben Koma","Petter Eldh","experimental jazz","2021","2023‑06‑22","104","53","59","-11","12","58","252","78","19","19"
"1431","on (i)","","LORIMER feat. Savannah Harris","Petter Eldh","experimental jazz","2021","2023‑06‑22","75","51","55","-9","10","14","258","32","37","19"
"1432","on (i)","","Mad","Misc","","2021","2023‑06‑22","97","41","68","-16","9","31","318","77","6","19"
"1433","on (i)","","Koma Kaprifol","Petter Eldh","experimental jazz","2021","2023‑06‑22","94","41","64","-9","11","38","210","45","5","19"
"1434","on (i)","","Banished","Tamil Rogeon","","2021","2023‑06‑22","112","59","46","-10","15","51","401","80","3","19"
"1435","on (i)","","Water dance","Why Kai","norwegian contemporary jazz","2021","2023‑06‑22","105","30","58","-20","13","7","342","29","3","19"
"1436","on (i)","","The People's Changes","Myele Manzanza","nz jazz","2021","2023‑06‑22","92","46","48","-9","60","85","222","10","4","19"
"1437","on (i)","","Far From Home","Bexley","dark pop","2021","2023‑06‑22","163","68","15","-6","26","5","227","0","7","19"
"1438","on (i)","","Say That","Astèr Fekre","","2022","2023‑06‑22","112","84","80","-2","6","39","227","28","11","19"
"1439","on (i)","","Live It Up","Unique Sounz","","2022","2023‑06‑22","95","63","80","-10","8","91","220","2","8","19"
"1440","on (i)","","Boys to men","Fatboy City","","2022","2023‑06‑22","164","72","77","-4","12","23","164","2","38","19"
"1441","on (i)","","City of Lights","The Spheres","","2022","2023‑06‑22","129","81","51","-4","12","57","232","1","4","19"
"1442","on (i)","","Get You Back","Frank0 Shmod","","2023","2023‑06‑22","97","45","71","-14","9","62","179","54","21","19"
"1443","on (i)","","Ileke","Kinginn._","","2023","2023‑06‑22","113","58","80","-9","13","85","136","17","5","19"
"1444","on (i)","","Lovely (Audio Officiel)","Le Ché","","2023","2023‑06‑22","141","67","85","-7","6","59","123","44","50","19"
"1445","on (i)","","Find Your Way - Sparrow & Barbossa Extended Remix","The Spirit Project","afro house","2023","2023‑06‑22","121","88","80","-9","9","13","382","0","5","19"
"1446","on (i)","","Whos In The Car","bt","uk drill","2020","2023‑06‑22","145","80","87","-4","16","53","199","27","27","18"
"1447","on (i)","","Perdoname - Dave Lee's Latin Escapade Edit","The Sunburst Band","deep house","2020","2023‑06‑22","124","77","76","-6","13","82","236","6","8","18"
"1448","on (i)","","Road Trip","Tobias Defoe","","2020","2023‑06‑22","145","84","58","-7","36","42","202","68","9","18"
"1449","on (i)","","Russians 2","Uk Drill Hub","uk drill","2021","2023‑06‑22","142","70","84","-7","34","92","166","3","29","18"
"1450","on (i)","","Oh Lua","Baptiste Caffrey","shamanic","2021","2023‑06‑22","120","64","84","-9","11","4","278","22","4","18"
"1451","on (i)","","Cigogne","STUFF.","belgian modern jazz","2021","2023‑06‑22","130","49","39","-15","63","47","340","48","5","18"
"1452","on (i)","","The Afternoon of Human Life","Slowly Rolling Camera","modern jazz trio","2021","2023‑06‑22","118","63","31","-11","12","11","423","1","5","18"
"1453","on (i)","","Sunset","Makaya McCraven","contemporary jazz","2021","2023‑06‑22","82","91","59","-5","19","51","228","20","10","18"
"1454","on (i)","","Gotu Lust","SMANDEM.","","2021","2023‑06‑22","134","48","47","-13","9","12","231","1","4","18"
"1455","on (i)","","We've Landed - Cool Cats Mix","Tony Allen","afrobeat","2021","2023‑06‑22","117","75","77","-11","18","65","278","22","5","18"
"1456","on (i)","","Tunnel Vision","Apollo Circuit","","2022","2023‑06‑22","91","11","66","-19","9","8","150","63","7","18"
"1457","on (i)","","Who Knows...","Akilles","","2022","2023‑06‑22","132","54","79","-10","11","41","193","24","18","18"
"1458","on (i)","","Time Alone","hason","necrotrap","2022","2023‑06‑22","140","67","59","-7","13","26","179","12","3","18"
"1459","on (i)","","Plays in Jamacia","Rich debiase","","2022","2023‑06‑22","165","48","54","-10","9","57","175","5","41","18"
"1460","on (i)","","Wild Child","Mike Jay","","2022","2023‑06‑22","86","59","84","-8","9","37","173","4","34","18"
"1461","on (i)","","speakurtruth","Zedikaya","chill abstract hip hop","2022","2023‑06‑22","85","74","61","-10","9","74","187","16","27","18"
"1462","on (i)","","all time","YOUANDI","","2023","2023‑06‑22","124","26","64","-14","10","6","274","75","4","18"
"1463","on (i)","","Harajuku","Sachiho","","2023","2023‑06‑22","88","47","68","-9","13","47","137","82","7","18"
"1464","on (i)","","linalool","Jfab","lo-fi jazzhop","2023","2023‑06‑22","85","11","78","-14","11","53","117","89","10","18"
"1465","on (i)","","Hiatus","deverø","","2023","2023‑06‑22","170","27","74","-14","12","69","124","80","7","18"
"1466","on (i)","","Don't Know If I'm Ready","Roger and the Bigfoot","","2023","2023‑06‑22","115","65","91","-7","13","84","177","40","12","18"
"1467","on (i)","","I'M Her","ABI2FYEE","","2023","2023‑06‑22","99","62","84","-9","10","32","157","1","26","18"
"1468","on (i)","","Still Libre Barber","CLG","","2023","2023‑06‑22","168","53","62","-12","25","63","97","37","42","18"
"1469","on (i)","","Pop pop (Body Drop)","CIRE GREY","","2023","2023‑06‑22","87","82","65","-7","40","93","199","20","29","18"
"1470","on (i)","","Miss Fort Erie","Hayden","canadian indie","2023","2023‑06‑22","115","43","79","-14","12","40","269","68","4","18"
"1471","on (i)","","Quarantine","Paul Kelly","australian indigenous","2023","2023‑06‑22","119","37","61","-12","10","12","218","66","3","18"
"1472","on (i)","","One Nizzy","Drilla","uk drill","2020","2023‑06‑22","140","60","77","-12","17","94","250","41","49","17"
"1473","on (i)","","DOTTY ON THE RIDE","Drill Hub","uk drill","2020","2023‑06‑22","140","44","84","-7","38","54","115","21","12","17"
"1474","on (i)","","False Choice","Josh Johnson","","2020","2023‑06‑22","162","48","36","-12","14","47","295","3","3","17"
"1475","on (i)","","Me Dañas La Cabeza","Alejandro González","pop reggaeton","2021","2023‑06‑22","107","86","82","-3","31","59","164","16","6","17"
"1476","on (i)","","Drillings And Chingings","Uk Drill Hub","uk drill","2021","2023‑06‑22","140","69","91","-9","20","74","206","17","25","17"
"1477","on (i)","","Devil Worm","Ola Kvernberg","jazz violin","2021","2023‑06‑22","117","84","62","-11","13","56","851","3","5","17"
"1478","on (i)","","Aunt Lola and the Quail","Ben LaMar Gay","experimental jazz","2021","2023‑06‑22","106","65","74","-9","24","46","256","47","8","17"
"1479","on (i)","","Ya Tatu","delay_ok","","2021","2023‑06‑22","177","48","39","-10","29","44","296","16","7","17"
"1480","on (i)","","Sonar","Electric Kif","","2021","2023‑06‑22","90","53","78","-6","8","33","258","27","7","17"
"1481","on (i)","","Light on Sanzu River","Eivind Aarset","ecm-style jazz","2021","2023‑06‑22","72","12","9","-19","11","4","354","94","4","17"
"1482","on (i)","","Stoplight","Telemakus","uk contemporary jazz","2021","2023‑06‑22","94","42","80","-13","13","73","124","7","28","17"
"1483","on (i)","","Seti Khola","Tenderlonious","british jazz","2021","2023‑06‑22","120","47","39","-10","11","8","340","75","3","17"
"1484","on (i)","","Retro Metro","Bobby Rausch","","2021","2023‑06‑22","142","46","39","-11","20","15","264","9","3","17"
"1485","on (i)","","I'm Sorry","Bexley","dark pop","2021","2023‑06‑22","120","84","44","-6","15","9","279","0","5","17"
"1486","on (i)","","BESTFRIEND","Ruskey","","2022","2023‑06‑22","80","27","56","-16","11","34","216","34","31","17"
"1487","on (i)","","Normal Kid","Jillette Johnson","","2022","2023‑06‑22","114","75","71","-6","14","65","192","3","3","17"
"1488","on (i)","","Cold Avenue","Warred","","2022","2023‑06‑22","150","87","34","-5","13","29","275","0","5","17"
"1489","on (i)","","Imperfections","Lyna","","2023","2023‑06‑22","86","32","48","-10","12","21","91","70","7","17"
"1490","on (i)","","Familiar Strangers","Treis","","2020","2023‑06‑22","104","65","65","-9","26","48","224","80","6","16"
"1491","on (i)","","Désolée (Paris/Paname) - NRD1 Remix","SHANGUY","","2020","2023‑06‑22","124","91","74","-5","43","36","191","16","5","16"
"1492","on (i)","","Crazy in Love - Extended","DJ Dark","romanian electronic","2020","2023‑06‑22","120","52","87","-8","10","15","352","2","6","16"
"1493","on (i)","","Raíces - Extended Mix","Samuel Abello","","2021","2023‑06‑22","123","95","76","-7","7","45","393","1","7","16"
"1494","on (i)","","VII: Colour Fields","Bell Orchestre","bow pop","2021","2023‑06‑22","140","63","23","-9","60","14","370","80","4","16"
"1495","on (i)","","Black Chamber (Escape To The Sun)","John Ghost","belgian modern jazz","2021","2023‑06‑22","138","62","68","-9","6","13","397","40","3","16"
"1496","on (i)","","Nana – Tepalle","Linda Fredriksson","finnish modern jazz","2021","2023‑06‑22","90","23","34","-15","6","17","424","88","4","16"
"1497","on (i)","","Gone Tomorrow","ARCANA","illbient","2021","2023‑06‑22","140","85","18","-8","13","11","578","5","12","16"
"1498","on (i)","","Flint","BRUUT!","dutch jazz","2021","2023‑06‑22","105","77","58","-6","9","46","262","0","6","16"
"1499","on (i)","","There Is You And You","Chelsea Carmichael","uk contemporary jazz","2021","2023‑06‑22","138","57","48","-8","32","58","417","4","6","16"
"1500","on (i)","","Bells","Siema Ziemia","poznan indie","2021","2023‑06‑22","79","38","17","-13","17","9","505","69","4","16"
"1501","on (i)","","Monkey Burns Lab","Echoes of Zoo","belgian modern jazz","2021","2023‑06‑22","108","91","40","-6","15","71","319","0","6","16"
"1502","on (i)","","Nörvenich Lounge","Michael Wollny","contemporary jazz","2021","2023‑06‑22","143","67","68","-12","11","13","228","7","5","16"
"1503","on (i)","","Dezember","Fazer","german jazz","2021","2023‑06‑22","198","30","38","-12","12","52","281","47","3","16"
"1504","on (i)","","Cuentro","Fazer","german jazz","2021","2023‑06‑22","128","57","38","-11","11","43","374","6","4","16"
"1505","on (i)","","U Not My Type","Yael Daila","","2022","2023‑06‑22","115","43","81","-10","11","30","126","4","4","16"
"1506","on (i)","","Where Do You Hide Your Love","Skofee","dutch pop","2022","2023‑06‑22","85","57","58","-9","11","52","204","39","7","16"
"1507","on (i)","","Хвилі","R4zyob","","2022","2023‑06‑22","109","36","52","-12","56","4","314","74","7","16"
"1508","on (i)","","Snap Stories - Remix","Wolf","","2022","2023‑06‑22","144","51","89","-11","12","69","193","38","27","16"
"1509","on (i)","","thomas edison","Queen Kenzie","","2022","2023‑06‑22","140","42","91","-11","12","35","111","0","35","16"
"1510","on (i)","","Ukiyo","W3S NOVA","","2023","2023‑06‑22","95","45","59","-9","13","6","159","62","5","16"
"1511","on (i)","","Lose My Mind","Anuka","","2023","2023‑06‑22","110","32","48","-11","23","26","224","68","6","16"
"1512","on (i)","","Blame It On Me","Chip Tha Ripper","ohio hip hop","2023","2023‑06‑22","85","83","75","-7","12","69","169","6","7","16"
"1513","on (i)","","Good Morning","VZNK","","2020","2023‑06‑22","85","36","63","-8","12","29","138","77","4","15"
"1514","on (i)","","Crazy","Roland Leesker","","2020","2023‑06‑22","123","75","80","-9","11","4","387","0","5","15"
"1515","on (i)","","Willing","Times Of Grace","boston metal","2020","2023‑06‑22","97","98","22","-4","8","35","204","0","9","15"
"1516","on (i)","","South London","drillyyyy","uk drill","2021","2023‑06‑22","137","70","86","-6","8","54","205","47","15","15"
"1517","on (i)","","Pitchfork","Zane Carney","","2021","2023‑06‑22","148","71","42","-7","17","35","475","2","6","15"
"1518","on (i)","","Dick Laurent Is Dead","Michael Wollny","contemporary jazz","2021","2023‑06‑22","136","65","40","-11","17","44","288","1","8","15"
"1519","on (i)","","Lost Orbits","Slowly Rolling Camera","modern jazz trio","2021","2023‑06‑22","112","45","44","-12","15","7","285","6","3","15"
"1520","on (i)","","The Shrine - Petter Eldh Remix","Jaga Jazzist","jazztronica","2021","2023‑06‑22","90","52","70","-9","11","39","384","63","10","15"
"1521","on (i)","","What's the Matter","Otis McDonald","","2021","2023‑06‑22","97","81","67","-6","81","47","141","4","34","15"
"1522","on (i)","","Durban Poison 19","Bobby Rausch","","2021","2023‑06‑22","91","57","56","-12","13","23","214","1","4","15"
"1523","on (i)","","Jagdish","Mark Lockheart","british jazz","2021","2023‑06‑22","130","34","50","-14","13","41","148","60","4","15"
"1524","on (i)","","Heksen Romance","Monocled Man","","2021","2023‑06‑22","112","79","66","-11","31","48","394","20","6","15"
"1525","on (i)","","I Feel the Transition","The Zolas","vancouver indie","2021","2023‑06‑22","99","89","41","-5","43","51","288","0","3","15"
"1526","on (i)","","never learn","DOMINIQUE","maluku pop","2022","2023‑06‑22","80","55","57","-8","11","52","159","10","4","15"
"1527","on (i)","","Coin In The Well","G33","nz hip hop","2022","2023‑06‑22","100","67","70","-7","20","41","231","67","13","15"
"1528","on (i)","","6 Am","raūsch","","2022","2023‑06‑22","125","70","66","-12","10","39","357","1","4","15"
"1529","on (i)","","Grind Mode","Stoned Capone","","2022","2023‑06‑22","119","52","96","-8","9","23","240","1","40","15"
"1530","on (i)","","Ammo","ChaseBands317","","2022","2023‑06‑22","133","40","72","-10","11","16","194","26","4","15"
"1531","on (i)","","Me Gusta - Juan Galvis In Cartagena Remix","Manybeat","electronica venezuela","2022","2023‑06‑22","123","89","72","-5","7","76","349","14","4","15"
"1532","on (i)","","Diga","BRUUT!","dutch jazz","2022","2023‑06‑22","124","92","57","-7","22","83","221","0","4","15"
"1533","on (i)","","Dawn","Matthew Jamison","","2022","2023‑06‑22","81","69","56","-12","11","75","182","14","6","15"
"1534","on (i)","","Afterhours","aunt","lo-fi jazzhop","2023","2023‑06‑22","176","37","71","-13","10","58","154","38","6","15"
"1535","on (i)","","Journey","pailow","","2023","2023‑06‑22","120","11","95","-18","11","20","168","6","21","15"
"1536","on (i)","","Appreciation","Increase","","2023","2023‑06‑22","130","74","38","-6","85","62","92","5","15","15"
"1537","on (i)","","Gaza","DRILL","uk drill","2020","2023‑06‑22","141","53","90","-12","15","83","159","29","36","14"
"1538","on (i)","","Tools","Uk Drill","uk drill","2020","2023‑06‑22","150","77","86","-12","19","90","109","33","31","14"
"1539","on (i)","","Eu Dou Tudo - Edit","DJEFF","afro house","2020","2023‑06‑22","120","83","67","-10","8","18","288","0","3","14"
"1540","on (i)","","Feed Infinite","Binker and Moses","indie jazz","2021","2023‑06‑22","118","82","38","-10","8","37","530","10","6","14"
"1541","on (i)","","Aiwass - Hög sjö Version","Andreas Hourdakis","swedish jazz","2021","2023‑06‑22","126","70","43","-11","21","25","328","56","3","14"
"1542","on (i)","","Four","Brendan Eder Ensemble","modern chamber music","2021","2023‑06‑22","160","35","50","-13","9","69","155","88","6","14"
"1543","on (i)","","The Sign, Pt. 2","Fabrice Martinez","french jazz","2021","2023‑06‑22","92","31","23","-12","11","4","301","31","4","14"
"1544","on (i)","","Mantra/Reprise","Emanuele Triglia","","2021","2023‑06‑22","101","45","42","-14","20","21","393","20","4","14"
"1545","on (i)","","Sua Beleza e Beleza","João Donato","bossa nova","2021","2023‑06‑22","92","62","59","-9","9","27","180","1","4","14"
"1546","on (i)","","Here","Lowry Lane","","2021","2023‑06‑22","103","94","47","-8","37","72","143","0","4","14"
"1547","on (i)","","If The Party Ain't For You (feat. Samuel Nzinga)","Loyk","","2022","2023‑06‑22","98","54","73","-9","11","40","137","48","5","14"
"1548","on (i)","","Closed The Door","Cimo Fränkel","dutch pop","2022","2023‑06‑22","100","68","65","-7","10","57","163","21","5","14"
"1549","on (i)","","Let Me See It, Pt. 1","Xcellence!","","2022","2023‑06‑22","154","74","64","-4","30","69","117","0","32","14"
"1550","on (i)","","WANT YOU","EXTC","","2022","2023‑06‑22","148","55","55","-6","11","24","155","26","8","14"
"1551","on (i)","","New Day","QcNoLabel","","2022","2023‑06‑22","145","55","60","-7","18","36","161","75","5","14"
"1552","on (i)","","New Shit","Chris Stride","","2022","2023‑06‑22","174","46","75","-11","10","77","118","70","38","14"
"1553","on (i)","","Slim Shady Freestyle","Z Trippin","","2022","2023‑06‑22","182","64","72","-12","25","76","158","8","39","14"
"1554","on (i)","","Sauce It Up","Lil Hunny","","2022","2023‑06‑22","87","45","85","-12","9","19","156","17","37","14"
"1555","on (i)","","DEEP","Yvng.Wolfe","","2022","2023‑06‑22","148","42","81","-8","13","26","139","5","33","14"
"1556","on (i)","","Truth Seeker Jealous Ego","Roger and the Bigfoot","","2023","2023‑06‑22","158","88","55","-5","52","54","223","1","9","14"
"1557","on (i)","","RUSH","Jandro","","2023","2023‑06‑22","140","52","86","-8","11","20","211","17","36","14"
"1558","on (i)","","I Just Wanna","Myles James","","2023","2023‑06‑22","58","53","59","-8","14","32","237","55","17","14"
"1559","on (i)","","Division","Wandering Monster","uk contemporary jazz","2020","2023‑06‑22","75","50","47","-9","12","46","544","8","5","13"
"1560","on (i)","","Child","Laveda","albany ny indie","2020","2023‑06‑22","130","90","47","-6","15","27","231","0","4","13"
"1561","on (i)","","F.R.E.E.","Frontstreet","nu-metalcore","2020","2023‑06‑22","103","92","60","-6","9","33","217","0","7","13"
"1562","on (i)","","Ambition","Uk Drill","uk drill","2021","2023‑06‑22","143","66","83","-10","12","86","241","86","39","13"
